-3.60E+01,0.00E+00,0.00E+00.1,0.00E+00.2,2.66E-14,0.00E+00.3,6.86E-14,0.00E+00.4,7.68E-14,0.00E+00.5,6.75E-14,0.00E+00.6,3.51E-14,0
1.36,-29.4,-13.4,-5.47,7.6,19.8,5.54,-1.2,-11.2,-15.5,-7.08,4.41,-4.09,1
1.07,-39.5,-6.08,0.284,-8.2,-15.5,-11.3,12.6,6.62,-8.15,2.75,9.0,-3.66,1
3.33,-6.13,-15.7,-18.5,10.4,2.29,-8.69,-1.48,10.6,2.93,-4.15,1.65,5.92,1
3.58,-49.5,-8.74,-5.24,-15.3,-4.53,-24.4,-1.94,-9.08,-15.4,-3.52,-16.8,4.91,1
-0.0214,-18.2,-8.04,-19.0,-12.9,0.318,5.02,-10.6,-8.83,13.2,1.22,-15.5,6.78,1
0.389,-19.5,-4.03,-0.553,22.0,18.3,-15.4,-21.9,2.08,-8.69,-0.284,16.2,0.811,1
3.91,-24.3,-8.85,7.85,-7.82,7.59,20.2,13.8,17.0,-10.1,-3.32,-2.67,2.83,1
0.665,-45.2,-19.1,-18.9,-8.71,1.89,-5.19,-9.13,6.88,2.1,-10.4,6.59,0.00292,1
3.87,-36.8,-6.09,11.0,-15.6,8.67,2.39,-2.28,3.29,-5.76,1.34,-9.41,-2.06,1
3.61,-42.5,-10.6,6.25,-7.4,-2.02,-16.6,1.47,5.71,2.65,5.86,-9.06,3.93,1
1.08,-38.4,-10.7,-4.06,1.86,-4.2,-2.36,-5.12,6.46,3.62,-2.82,-13.2,-3.03,1
2.57,-27.6,-7.96,0.683,0.242,4.08,-10.3,-10.5,0.141,-6.2,3.97,-9.8,-7.26,1
3.67,-34.6,-18.2,0.835,2.75,3.69,0.543,5.15,4.6,-1.73,5.03,0.24,5.41,1
2.65,-29.9,5.79,-5.74,1.57,13.8,-6.89,-2.25,-2.42,-7.92,-3.95,0.264,-4.44,1
3.15,-47.0,-13.3,-25.2,-24.4,-8.78,-20.7,-9.71,-9.07,10.1,-2.02,-4.21,-2.95,1
1.07,-40.3,-5.78,-11.2,-16.7,-7.59,-1.62,-18.2,-3.1,2.91,0.771,8.48,-5.94,1
5.12,-39.5,-3.0,-7.35,-6.02,41.0,-4.93,20.8,0.224,-3.3,5.79,-9.31,-3.44,1
5.22,-47.3,-10.4,4.41,-13.2,7.16,-5.87,11.5,-13.6,0.452,-6.95,9.52,-2.85,1
2.68,-32.4,-31.5,-19.8,-0.102,-39.3,-3.69,14.8,10.2,1.96,5.62,11.2,3.31,1
3.13,-26.4,-23.5,-11.4,11.9,4.16,2.42,-6.95,-5.91,-13.2,-5.83,6.55,5.37,1
1.07,-38.3,-12.5,-0.927,4.42,7.03,3.49,-7.47,-8.49,-11.1,-2.51,0.098,0.965,1
1.99,-30.1,-5.95,5.7,0.994,15.2,15.3,2.32,-8.66,-3.73,-5.05,-5.92,3.45,1
1.48,-21.5,-3.16,-6.69,-8.65,-0.789,18.9,29.8,18.9,-12.1,-10.8,-0.961,6.21,1
0.663,-46.8,-6.87,-8.38,1.06,2.81,10.4,8.89,1.46,-11.8,-17.7,-13.3,1.16,1
4.26,-27.6,-19.1,9.12,-4.01,-17.8,-8.2,-1.07,-5.51,-9.91,-0.178,-8.11,3.94,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
2.28,-38.2,-13.8,-7.55,-1.13,2.24,1.79,-6.95,12.9,2.58,9.47,-0.678,-6.22,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.666,-42.2,-27.8,-19.4,-8.36,1.5,-11.0,-7.26,14.8,-13.1,0.0134,8.47,-10.9,1
3.6,-35.8,4.73,-1.18,-2.6,4.96,-6.86,13.9,0.393,7.99,1.55,4.05,-1.4,1
2.62,-48.5,-13.7,-8.47,-7.57,12.7,3.98,18.2,23.8,21.2,9.62,-23.4,-9.13,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
5.04,-21.5,-33.5,-6.08,25.0,-3.56,-20.6,3.65,4.35,-7.13,-0.736,-13.7,6.72,1
1.68,-26.2,-4.1,1.14,5.7,-4.44,-7.74,-8.17,3.62,3.25,13.0,5.33,-1.04,1
4.39,-29.7,-15.6,-1.55,-7.8,18.2,7.33,23.1,-0.727,-16.3,14.4,-4.9,-4.97,1
1.07,-36.8,-3.08,-10.6,-5.4,-9.56,-14.1,16.5,-8.69,-3.35,4.59,-5.72,2.8,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.28,-30.8,-10.4,-14.5,-19.0,0.844,16.6,-5.76,-21.6,2.68,-4.03,-15.3,-12.7,1
2.05,-34.5,-4.54,8.97,8.62,3.53,-12.4,-13.4,-5.71,7.43,-1.12,0.507,2.43,1
3.76,-30.1,-1.85,16.4,-13.1,-1.74,13.8,-14.3,5.68,7.69,-0.165,5.9,-7.56,1
3.56,-32.4,-37.6,-17.3,10.6,-2.37,-3.08,-4.22,-11.8,-11.5,-9.29,-3.48,14.0,1
3.36,-30.3,-10.8,5.69,8.27,14.5,-9.73,-3.96,3.5,-18.2,-13.6,-11.9,-7.09,1
-0.0242,-25.1,-19.7,-14.3,3.64,-12.4,-6.42,10.1,-16.0,10.8,-3.23,-6.17,8.54,1
4.39,-32.0,6.75,1.47,-9.75,21.3,2.61,9.83,-8.17,8.83,0.898,-4.28,-10.2,1
3.04,-28.5,-6.67,-3.77,-6.03,-3.27,-10.9,-21.5,-2.19,-4.36,7.53,-7.83,-9.76,1
1.85,-27.5,-6.24,0.742,3.98,-5.97,7.1,-4.09,-0.169,4.19,4.99,-5.0,0.898,1
3.71,-40.6,-1.27,6.06,-9.46,-0.172,-22.2,3.4,-1.02,-6.92,11.7,-3.91,3.05,1
1.99,-31.2,-5.25,7.67,8.86,9.38,3.91,2.76,1.41,-10.1,-3.52,-2.59,3.19,1
2.54,-42.6,-5.66,2.9,-1.24,-5.09,-6.16,-10.2,-6.53,-11.7,-24.1,3.11,17.5,1
0.666,-34.5,-24.9,-13.3,4.08,-11.3,-5.17,3.59,-3.81,-1.4,1.88,-0.504,-6.08,1
0.893,-22.2,2.44,-0.376,-1.32,-4.13,-2.8,4.51,-1.77,-7.68,0.375,-4.73,-7.98,1
-0.0238,-16.5,-4.88,-15.7,-14.7,-8.08,5.76,3.01,-10.5,-7.47,12.1,3.89,-15.0,1
3.09,-25.5,-15.0,8.93,5.43,-2.18,11.9,5.13,10.1,-6.9,-3.11,-7.03,-4.91,1
4.0,-38.5,6.52,4.7,-8.56,14.3,-7.11,15.3,-0.57,-3.77,-3.08,-13.5,-12.8,1
2.94,-27.9,-15.4,-10.7,0.406,17.2,16.3,0.00806,-12.4,-16.4,16.8,6.47,10.1,1
3.02,-45.1,-1.79,-7.79,1.97,-9.41,-15.2,20.3,-0.375,1.28,0.435,0.64,5.35,1
-0.0228,-15.8,-3.26,-13.0,-14.7,-11.9,2.52,7.28,-3.56,-12.5,0.979,13.0,-4.13,1
3.44,-35.0,-30.0,-22.2,1.59,17.4,1.44,-24.3,-19.2,2.7,3.54,1.65,7.98,1
2.17,-35.9,-11.4,1.34,8.98,11.4,3.7,-10.8,-12.0,-2.65,-9.82,-1.11,6.51,1
1.07,-37.5,-16.9,-13.1,-11.3,-16.3,-9.93,-6.09,1.71,12.1,5.32,-1.67,-4.06,1
3.27,-45.6,-10.4,2.85,-8.17,2.96,-3.71,-3.64,0.333,-4.77,8.37,-3.36,-2.49,1
-0.682,-11.0,1.0,-4.13,-1.95,-2.48,-0.201,-1.8,0.125,0.603,0.103,-0.557,-0.344,1
0.663,-46.4,-8.61,-12.0,-5.03,-8.44,-6.03,-7.77,-7.52,-9.32,-9.76,-11.7,-9.53,1
1.07,-35.2,-10.5,5.9,1.57,-18.1,-29.4,-21.5,14.6,20.6,-1.95,-8.25,-4.08,1
1.36,-34.6,-15.6,-8.69,-3.34,6.8,-13.0,-2.55,-7.17,3.18,7.14,-11.5,4.35,1
3.19,-26.1,1.29,-0.817,-1.07,6.58,-7.82,4.57,15.3,2.68,2.21,-22.6,6.67,1
2.23,-24.2,-14.0,-10.9,0.514,3.79,-4.61,-11.5,-1.95,-6.35,-7.55,-6.47,-8.73,1
2.05,-41.4,-10.5,3.08,9.94,-3.66,-9.35,15.4,5.68,-15.3,-8.02,3.37,3.92,1
1.58,-41.4,-29.9,-17.2,-16.4,-16.5,-11.7,-7.97,11.4,5.36,10.4,-10.3,12.3,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
3.86,-15.5,-24.5,-13.1,25.8,-4.94,-15.8,-1.87,-6.04,3.74,1.71,1.43,-1.02,1
2.23,-31.1,-0.881,8.81,6.53,2.92,-0.619,-1.82,9.35,-0.136,-0.557,5.65,-4.99,1
4.24,-38.7,1.19,5.02,-3.75,9.79,-18.8,13.4,-0.0374,-5.63,6.98,-2.28,-4.23,1
1.36,-37.9,-14.2,-10.8,-4.04,-15.9,-6.56,-16.7,-10.9,1.6,-4.17,2.56,-3.28,1
3.28,-33.5,1.16,-4.43,-13.1,-1.51,-12.7,12.7,-9.95,-9.92,13.7,4.23,-4.35,1
0.671,-47.4,-9.44,-11.9,-3.08,-3.01,4.63,8.71,12.7,12.4,12.1,6.78,-1.36,1
2.83,-34.5,-4.41,7.38,10.3,12.5,17.6,-1.95,-8.02,6.55,22.2,10.8,1.67,1
4.74,-34.6,2.75,18.4,6.7,14.1,-24.6,3.24,-2.3,15.2,8.73,17.1,-3.69,1
1.92,-36.7,-18.1,-15.4,-11.2,-20.0,-20.8,-9.33,-10.5,13.2,5.23,-9.88,-5.78,1
0.664,-39.5,-16.1,-4.68,-11.4,-0.563,-8.83,0.615,-8.29,-2.13,-9.78,-6.58,-12.8,1
2.37,-40.0,-14.6,1.92,-4.9,1.09,3.34,-15.3,-5.3,-2.0,5.08,5.09,3.33,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.665,-42.0,-11.7,-6.78,-4.79,0.0451,2.92,7.97,5.47,0.234,-7.91,-10.7,-7.26,1
3.83,-34.4,-11.8,-3.57,-22.4,-2.25,-0.399,0.895,1.33,18.0,28.3,-3.97,16.9,1
4.03,-40.5,-4.15,7.33,2.74,13.5,-13.4,7.82,11.1,8.99,18.3,2.07,-1.59,1
7.39,-29.5,3.8,13.6,-27.5,24.9,-19.5,2.78,11.1,-10.1,-2.54,10.4,-11.8,1
0.663,-43.2,3.09,-3.25,-9.93,-25.5,-2.09,20.4,-2.92,-19.8,7.6,0.454,2.39,1
4.09,-35.1,-11.1,11.0,-16.5,-4.04,0.32,-11.5,-7.07,-2.57,6.55,-18.8,0.755,1
0.665,-41.5,-9.39,-3.67,-0.591,3.26,-3.58,-10.8,-12.4,-0.0529,8.48,3.08,-5.39,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
3.39,-24.1,3.13,9.11,-0.286,14.0,5.72,-5.53,20.5,12.5,14.0,6.48,-2.76,1
1.36,-45.5,-12.3,-11.7,-7.38,-6.86,-3.84,-3.14,-0.0351,12.8,25.0,17.1,1.59,1
1.36,-41.7,-8.13,-16.3,-16.0,-3.61,-2.84,2.19,15.7,0.766,5.53,2.39,4.22,1
2.72,-29.1,-12.2,-7.57,7.65,-4.78,-4.96,-3.81,-0.0441,15.1,2.78,-2.49,10.4,1
2.65,-25.7,-20.7,-10.9,11.0,5.93,5.27,2.03,-7.16,-3.65,13.5,4.56,-3.16,1
2.61,-38.7,-21.2,-1.25,20.1,-3.48,-2.91,6.18,5.11,17.2,8.34,3.77,-5.22,1
3.73,-38.3,-32.6,-2.68,22.9,0.739,12.3,-2.34,-17.2,-8.54,-8.74,-1.51,16.2,1
3.03,-33.2,-25.6,-9.46,9.86,-8.37,-1.91,1.63,-11.2,4.39,-0.147,-26.8,-12.0,1
2.46,-48.7,-15.4,-17.4,-14.5,-7.8,-3.53,-3.06,-7.88,-0.325,-4.18,-2.47,0.761,1
0.671,-59.6,-31.1,-27.9,-5.59,-21.3,-13.4,4.44,-21.0,6.01,-6.39,-10.4,6.36,1
4.0,-49.5,-18.2,-18.4,-22.8,-7.5,-32.9,-1.89,-11.6,2.46,-5.62,-8.75,-0.508,1
5.34,-39.1,-11.1,24.2,-18.9,-2.96,-9.62,-7.11,13.1,-15.6,-19.3,4.97,2.57,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
1.59,-38.1,-9.92,6.83,10.4,11.6,9.96,-10.7,-27.9,-12.8,1.22,-0.616,14.4,1
1.76,-36.4,-11.1,-9.86,3.73,-2.17,-5.09,4.62,-1.52,0.689,2.2,-13.3,-12.4,1
3.31,-25.1,-4.27,12.1,5.36,4.77,14.9,-5.51,-2.79,1.07,-2.77,6.03,-9.01,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
5.51,-36.9,-13.6,-5.34,-17.5,25.0,-12.0,-5.85,0.551,-23.1,-3.17,-4.53,-3.39,1
3.21,-27.6,-19.8,-27.0,-7.51,17.9,23.0,5.58,-4.65,-8.9,4.51,2.22,-0.456,1
2.61,-35.4,-0.644,-3.63,0.426,-4.19,-24.7,-19.5,-4.69,1.9,16.9,6.96,-5.93,1
3.36,-36.9,1.6,3.3,0.945,16.2,3.23,25.3,12.3,2.71,2.04,-1.69,4.27,1
0.388,-20.0,0.0023,0.707,-0.672,9.06,-4.0,-10.0,-5.09,11.7,-0.973,-8.28,4.99,1
2.65,-30.2,-11.7,-0.855,-3.62,0.555,-1.7,-4.67,22.5,17.5,20.6,-4.19,-13.3,1
2.83,-31.6,-6.36,6.01,-3.69,-0.942,-4.56,7.16,-8.13,-9.55,2.87,-7.14,-4.67,1
2.18,-22.9,16.5,5.31,-10.8,12.6,10.6,2.83,4.66,7.9,15.8,6.7,-1.94,1
3.17,-24.2,-22.9,-26.8,-3.29,6.92,7.01,-7.14,3.17,2.59,-9.15,-5.17,11.3,1
-0.0286,-28.4,-20.3,-10.6,2.67,-19.5,9.45,-9.64,-0.287,5.76,-10.9,10.8,-11.0,1
2.61,-30.5,-14.4,4.88,-3.65,-24.8,2.13,9.49,3.53,7.96,6.97,19.8,12.2,1
3.17,-29.3,-15.5,-10.1,-4.52,10.8,-1.98,7.1,14.9,-6.63,11.9,10.1,-6.09,1
3.51,-32.7,-8.4,9.2,-14.4,-9.65,-5.73,9.1,-0.904,-14.3,9.33,6.07,3.62,1
3.71,-45.0,-23.4,-8.9,-14.6,-1.84,-14.8,-10.4,7.63,-25.9,-17.6,6.28,4.89,1
1.07,-41.7,-7.53,-8.18,4.4,7.68,3.22,3.98,-18.4,-14.9,-9.82,9.3,6.69,1
3.54,-20.4,-12.7,-8.88,-5.73,-19.9,0.0944,-7.68,-19.9,-3.89,-4.88,-6.79,2.68,1
3.47,-38.6,-26.4,-4.87,4.29,-8.04,2.31,0.552,1.72,1.02,2.69,-8.97,10.5,1
1.77,-40.4,-28.2,-24.3,-4.08,-39.2,-11.5,14.8,-17.6,-11.2,-5.97,-3.61,1.3,1
2.54,-55.1,1.17,10.8,-1.26,-3.33,-13.0,2.05,-1.41,-1.81,-10.5,-8.73,-3.19,1
1.48,-24.3,-2.75,3.94,-6.99,-5.05,7.0,0.702,0.471,4.77,3.12,-1.48,5.46,1
2.05,-40.7,-22.9,0.521,-8.86,-11.1,7.06,2.8,5.29,5.55,10.3,-2.35,12.7,1
4.33,-34.6,0.266,13.5,-2.79,15.2,-7.27,8.71,4.29,1.01,2.48,-1.05,5.03,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
0.671,-44.8,0.878,0.115,1.09,-18.2,-22.6,-0.536,22.7,2.2,-14.8,-1.8,-1.42,1
-0.686,-12.0,-0.533,-4.1,-0.212,-3.13,-1.09,-0.776,-0.0567,0.255,0.352,-0.51,-0.62,1
1.85,-27.2,-9.97,3.09,5.95,1.78,3.9,-0.683,-4.35,-10.9,7.02,5.28,6.49,1
4.08,-27.8,-7.82,10.4,-8.05,-3.34,2.4,-12.5,-2.07,-7.19,-3.48,6.78,8.94,1
3.23,-44.3,-8.92,-10.9,-13.8,-3.32,-25.8,-4.44,-10.1,-2.96,4.55,-12.7,-14.3,1
2.72,-26.0,-22.7,-16.5,18.4,8.38,8.28,-0.468,-0.961,-9.82,0.612,-3.14,-4.62,1
2.65,-25.4,-17.1,-13.4,-0.298,-12.5,6.46,1.28,-1.68,11.3,10.2,7.44,4.3,1
4.78,-35.2,-33.2,12.5,17.0,-14.2,-8.55,5.73,-4.75,-4.93,22.6,-2.43,-8.39,1
3.36,-31.1,-1.31,-6.44,-0.588,1.19,-16.6,11.4,-6.5,-0.5,-6.59,6.19,-9.8,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
2.54,-41.1,2.03,2.52,-8.73,4.25,-9.15,-6.25,-0.537,-10.2,-2.57,-0.658,-7.16,1
4.27,-12.4,-18.5,-12.5,20.1,9.17,-10.1,-10.4,2.12,9.28,-5.89,-3.31,0.889,1
-0.0276,-23.3,-16.9,-19.1,3.97,-6.49,-13.0,8.38,-1.49,-12.4,18.5,-17.0,5.98,1
4.48,-36.3,-26.1,12.2,9.65,3.99,5.72,10.5,-10.6,-13.4,19.0,5.07,-3.76,1
3.37,-27.6,7.43,-2.05,-6.39,3.37,-13.4,11.4,-0.438,-4.34,2.22,-5.35,-1.12,1
1.07,-45.3,-11.3,-24.0,-11.2,0.22,1.26,-12.5,7.75,-6.87,6.74,-2.82,-10.2,1
3.73,-43.0,4.39,4.54,-11.9,10.2,-9.11,-2.47,-0.147,-12.3,20.6,10.5,9.6,1
2.37,-41.8,-14.8,-19.3,-3.52,9.32,6.41,-7.06,-6.63,1.3,2.68,-19.3,-0.294,1
3.36,-33.2,-15.2,-1.79,-0.693,2.55,9.2,-7.42,2.21,10.7,7.23,-0.926,5.39,1
1.99,-26.3,-7.57,0.548,5.24,-3.46,4.29,-5.83,4.85,5.86,-15.0,-3.68,4.58,1
0.671,-36.0,-12.1,-3.42,-1.18,-10.1,-7.94,-7.95,8.75,0.66,-3.97,-3.32,5.28,1
3.01,-43.1,-8.51,1.23,-7.45,6.16,0.321,1.35,13.9,-11.5,-11.6,-5.7,3.33,1
-0.0267,-20.5,-12.9,-21.2,-3.85,3.02,-9.0,-10.5,14.5,-6.26,-10.0,14.4,-8.23,1
4.23,-27.8,-7.4,9.85,3.94,12.5,1.11,19.1,17.5,14.3,15.0,-9.47,22.7,1
2.71,-34.5,-3.03,19.7,9.24,7.24,10.5,0.0185,-6.86,5.46,10.5,-8.4,-17.0,1
1.92,-38.1,-20.3,-2.13,5.49,2.23,5.73,-5.81,-11.2,-9.76,-6.78,-1.38,-3.29,1
3.64,-44.1,-6.46,-10.2,-16.1,5.75,-13.5,-4.68,-11.6,-2.48,4.98,4.05,7.19,1
4.32,-40.0,0.728,2.74,-10.8,11.0,-9.73,7.65,-6.95,8.27,10.2,10.4,-3.97,1
2.94,-30.6,-7.47,-4.23,-13.4,-3.27,-2.88,-5.57,13.0,8.56,1.86,-1.14,11.0,1
1.76,-31.6,-14.8,-4.39,-3.75,-8.44,-7.93,-16.2,-8.56,-3.51,-11.5,-10.8,4.69,1
2.89,-26.6,-11.3,-15.0,-23.0,-22.7,3.63,5.61,-6.62,4.59,10.3,8.37,14.4,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
0.665,-46.3,-21.4,-13.4,-0.399,-5.96,-10.7,9.63,-8.51,-0.424,7.2,-12.1,8.9,1
0.666,-30.5,-11.3,2.85,1.19,-23.6,-11.9,-2.59,21.9,-4.72,-13.8,5.91,-5.3,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
0.392,-18.8,5.52,0.414,-0.267,-14.6,7.27,2.42,-9.94,11.2,-9.5,5.7,-0.899,1
0.664,-28.8,-11.8,7.47,-14.8,-26.9,4.89,9.22,10.9,-34.9,22.3,-12.4,12.3,1
1.36,-28.5,-7.11,-13.3,-3.2,9.48,-13.2,-6.87,13.3,1.96,-8.76,-6.9,2.32,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
2.91,-43.7,-2.19,6.06,8.0,-2.56,-20.2,1.66,-9.26,3.01,5.85,-1.48,2.18,1
1.76,-28.7,-11.8,-8.27,-11.8,-3.75,-2.45,-25.0,-10.2,2.93,6.08,4.43,1.77,1
1.76,-53.6,-24.0,-11.5,-5.67,4.41,8.31,-9.41,-2.37,6.41,-8.01,-8.09,-13.4,1
4.44,-28.4,-18.3,-6.3,-25.1,-0.475,3.51,2.61,-6.71,-26.7,1.1,-12.8,-5.52,1
4.51,-40.8,-0.348,24.3,-0.116,10.9,-22.4,-1.98,1.75,-7.47,22.3,6.71,2.85,1
3.67,-33.7,-17.5,-5.13,-14.2,0.341,10.1,9.59,0.128,-13.8,1.45,22.8,18.5,1
2.61,-36.6,4.61,-2.65,-12.0,7.15,9.01,-24.9,-10.3,-5.25,-2.32,5.7,5.4,1
1.69,-20.2,-9.17,-8.96,-5.29,-15.7,17.7,5.8,-3.47,6.79,-12.2,12.4,-9.11,1
3.3,-33.6,-12.2,12.3,11.9,-0.341,-7.27,-3.49,-9.24,-8.69,12.0,8.28,16.8,1
3.47,-43.1,-2.54,14.7,-3.84,6.46,4.67,7.87,1.1,7.8,-3.33,-18.1,-1.61,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.65,-33.9,-7.01,4.16,8.88,9.13,-3.49,-6.79,2.95,9.41,27.7,7.42,-21.4,1
3.21,-28.4,-23.3,-11.4,14.0,-2.21,1.72,3.79,-11.3,-6.38,6.74,8.5,6.47,1
1.07,-38.1,-3.92,-11.9,-1.6,4.29,-18.4,-4.63,-0.909,7.26,0.218,-6.44,0.54,1
3.55,-32.4,-13.8,1.39,5.95,-4.62,-22.7,-3.21,0.761,-1.77,3.6,-7.37,-4.77,1
2.74,-48.5,-14.1,-1.59,-17.9,-13.2,7.07,-6.2,-3.18,-16.4,13.5,19.2,-10.4,1
3.27,-24.1,-18.3,6.15,15.3,-12.5,1.99,5.52,0.357,3.44,-9.25,-2.43,6.44,1
3.94,-40.8,2.11,-2.26,-22.6,-2.95,-13.7,4.52,-13.4,-8.89,5.16,9.06,-0.904,1
3.22,-18.7,-12.1,-3.62,3.71,-7.7,15.0,-2.84,-15.4,-2.15,-0.0957,-8.22,13.2,1
2.17,-37.8,-15.5,1.22,-10.7,-18.0,7.32,-0.966,-12.7,4.82,-0.574,0.099,12.7,1
2.5,-29.1,2.54,-2.51,-6.08,-6.63,-8.39,7.8,6.13,-6.69,2.14,2.82,-4.1,1
3.81,-36.4,-17.5,6.54,10.7,-1.79,-11.5,21.5,2.63,-13.3,17.1,9.32,-1.94,1
2.11,-25.8,-14.2,-5.98,2.71,-5.58,-2.1,-1.99,-6.07,-0.782,7.07,1.93,-0.1,1
3.15,-40.5,-26.0,-7.63,15.9,-5.56,-3.96,-7.79,-8.62,-5.53,5.06,8.69,-4.64,1
4.53,-42.6,-1.55,7.82,0.853,37.3,6.06,17.3,-2.07,-1.75,-0.615,-25.2,-14.9,1
